,Data,Page Title,Type Of Data
2443,"Color.red
Color.blue
Color.green
Color.yellow
Color.pink
Color.black
Color.white",Drawing a simple rectangle[edit],plain_text
2444,"Try running the program while coding changes to colors for a different colored outline each time. Play around a bit with more colors. Look for the Color class API documentation in the external links at the bottom of the page.

",Drawing a simple rectangle[edit],plain_text
2445,"Up until now, you have been able to draw a simple rectangle for yourself while asking a question silently, ""why is the outline of the rectangle being painted rather the area as a whole?"" The answer is simple. Any method that starts with drawXxxx(...) only draws the outline. To paint the area within the outline, we use the fillXxxx(...) methods. For instance, the code below would fill a rectangle with yellow color while having a red outline. Notice that the arguments remain the same.
",Drawing a simple rectangle[edit],plain_text
2446,"...
public class MyCanvas extends Canvas {
    ...
    public void paint(Graphics graphics) {
        graphics.setColor(Color.yellow);
        graphics.fillRect(10, 10, 100, 100);
        graphics.setColor(Color.red);
        graphics.drawRect(10, 10, 100, 100);
    }
    ...
}
",Drawing a simple rectangle[edit],code_fragment
2447,"
",Drawing a simple rectangle[edit],plain_text
2448,,What about a circle?[edit],
2449,"Drawing a circle is ever so easy? It is the same process as the syntax above only that the word Rect is changed to the word Oval. And don't ask me why oval? You simply don't have the method drawCircle(int, int, int) as you don't have drawSquare(int, int, int). Following is the application of Graphics code to draw a circle just to whet your appetite.
",What about a circle?[edit],plain_text
2450,"...
public class MyCanvas extends Canvas {
    ...
    public void paint(Graphics graphics) {
        graphics.setColor(new Color(0,0,255));
        graphics.drawOval(50, 50, 100, 100);
    }
    ...
}
",What about a circle?[edit],code_fragment
2451,"
",What about a circle?[edit],plain_text
2452,,A new form of a rectangle[edit],
2453,"Simple so far, isn't it? Of all the shapes out there, these two are the only shapes that you'd need to build for the moment. Complex graphics routines are required to build shapes like a rhombus, triangle, trapezium or a parallelogram. We would be tackling them later on in another section. However, on a last note I would leave you with another interesting shape - a combination of both ovals and rectangle. Think a rectangle with rounded corners, a Rounded Rectangle (RoundRect).
",A new form of a rectangle[edit],plain_text
2454,"...
public class MyCanvas extends Canvas {
    ...
    public void paint(Graphics graphics) {
        graphics.setColor(Color.pink);
        graphics.fillRoundRect(10, 10, 100, 100, 5, 5);
        graphics.setColor(Color.red);
        graphics.drawRoundRect(10, 10, 100, 100, 5, 5);
    }
    ...
}
",A new form of a rectangle[edit],code_fragment
2455,"Notice that the syntax of the drawRoundRect(int, int, int, int, int, int) method is a bit different than the syntax for the simple rectangle drawing routine drawRect(int, int, int, int). The two new arguments added at the end are the width of the arc in pixels and the height of the arc in pixels. The result is pretty amazing when you run the program. You don't need to squint your eyes to tell that the corners of the rectangle are slightly rounded. The more the values of the width and height of the arcs, the more roundness appears to form around the corner.
",A new form of a rectangle[edit],plain_text
2456,,"Hmm, everything's perfect, but...[edit]",
2457,"Sometimes people ask, after creating simple programs like the ones above, questions like:
","Hmm, everything's perfect, but...[edit]",plain_text
2458,"Why did I have to tell the Graphics instance the color before each drawing routine? Why can't it remember my choice for the outlines and for the fill colors? The answer is simpler than it seems. But, to fully understand it, we need to focus on one little thing called the Graphics Context. The graphics context is the information that adheres to a single instance of the Graphics class. Such an instance remembers only one color at a time and that is why we need to make sure the context knows of the color we need to use by using the setColor(Color) method.
Can I manipulate the shapes, like tilt them and crop them? Hold your horses, cowboy! Everything is possible in Java, even tilting and cropping drawings. We will be focusing on these issues in a later section.
Is making shapes like triangles, rhombuses and other complex ones tedious? Well, to be honest here, you need to go back to your dusty book cabinet and take out that High School Geometry book because we would be covering some geometry basics while dealing with such shapes. Why not read a wikibook on Geometry?","Hmm, everything's perfect, but...[edit]",plain_text
2459,"...
public void paint(Graphics graphics) {
    graphics.setColor(Color.red);
    graphics.drawRect(10, 10, 100, 100);
    graphics.setColor(Color.yellow);
    graphics.fillRect(10, 10, 100, 100);
}
...
","Hmm, everything's perfect, but...[edit]",code_fragment
2460,"If you have any questions regarding the content provided here, please feel free to comment in this page's discussion.
","Hmm, everything's perfect, but...[edit]",plain_text
2461,,External Links[edit],
2462,"Locate the Graphics class in the online Java API documentation
Locate the Color class in the online Java API documentation",External Links[edit],plain_text
2463,"
",External Links[edit],plain_text
2464,"
",Drawing complex shapes,plain_text
2465,"public class Hello {
    JLabel label = newJLabel(""Hello, Mundo!"");
    JFrame frame = new JFrame(""BK*"");
    frame.add(label);

    frame.setSize(300, 300);
    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
    frame.setVisible(true);
    frame.setLocationRelativeTo(null);
    frame.toFront();
    }
}
",Drawing complex shapes,code_fragment
2466,"
",Drawing complex shapes,plain_text
2467,"
",Drawing text,plain_text
2468,"public class MyCanvas extends Canvas {
    public void init() {
        setFont(""Times New Roman"", Font.PLAIN, 24);
        setColor(Color.white);
        setBackGroundColor(Color.black);
        setLayout(new GridLayout());
 
        add(label);
        add(button);
    }
}
",Drawing text,code_fragment
2469,"
",Drawing text,plain_text
2470,"
",Applets,plain_text
2471," Overview
 User Interface
 Event Listeners
 Graphics and Media",Applets,plain_text
2472,"
",Applets,plain_text
2473,"
A Java applet is an applet delivered in the form of Java bytecode. Java applets can run in a Web browser using a Java Virtual Machine (JVM), or in Oracle's AppletViewer, a stand alone tool to test applets. Java applets were introduced in the first version of the Java language in 1995. Java applets are usually written in the Java programming language but they can also be written in other languages that compile to Java bytecode such as Jython.
",Overview,plain_text
2474,"Applets are used to provide interactive features to web applications that cannot be provided by HTML. Since Java's bytecode is platform independent, Java applets can be executed by browsers for many platforms, including Windows, Unix, Mac OS and Linux.  There are open source tools like applet2app which can be used to convert an applet to a stand alone Java application/windows executable.  This has the advantage of running a Java applet in off-line mode without the need for Internet browser software.
",Overview,plain_text
2475,"The Java applet is less and less used. You'd rather use JavaScript when it is possible.
",Overview,plain_text
2476,,First applet[edit],
2477,"The two things you must at least create is an HTML page and a Java class. It can be done on a local folder, no need to run a server but it will be harder to understand what is local, what is remote. The HTML page has to call the Java class using the <applet/> markup:
",First applet[edit],plain_text
2478,"1 <!DOCTYPE html>
2 <html>
3   <body>
4     HTML content before the applet.<applet code=""HelloWorld"" height=""40"" width=""200""></applet>HTML content after the applet.
5   </body>
6 </html>
",First applet[edit],code_fragment
2479,"Save this file on a folder. As the <applet/> markup is calling a Java class called HelloWorld, our class should be called HelloWorld.java:
",First applet[edit],plain_text
2480," 1 import java.applet.Applet;
 2 import java.awt.Graphics;
 3 
 4 public class HelloWorld extends Applet {
 5 
 6     /**
 7      * Print a message on the screen.
 8      */
 9     public void paint(Graphics g) {
10         g.drawString(""Hello, world!"", 20, 10);
11     }
12 }
",First applet[edit],code_fragment
2481,"Save this file and compile the class on the same folder. Now let's open the web page on a browser:
",First applet[edit],plain_text
2482,"We clearly see that ""Hello, world!"" is not rendered the same way as the rest of the page.
",First applet[edit],plain_text
2483,,HTML code[edit],
2484,"To embed an applet in a HTML page, you have to insert a <applet/> markup. This markup can have several attributes:
",HTML code[edit],plain_text
2485,"The attributes with * are mandatory.
",HTML code[edit],plain_text
2486,"There have been some discussions about the usage of applet tag but it still can be used for beginning and also would work in the real world as well.
",HTML code[edit],plain_text
2487,,Java source code[edit],
2488,"Applets are not constructed in the same way as other classes or main programs. The entry point is different and the main class should extend the Applet class. The Applet class has four methods that can be called by the browser and you can redefine:
",Java source code[edit],plain_text
2489,"The four first methods define the lifecycle of an applet. At least init() or paint() must be redefined. The HTML applet tag can be embedded in the applet source code to allow the applet to be run directly by a simple applet viewer, without the need for an .html file. Typically, the applet tag immediately follows the import statements. It must be enclosed by /* */ comments:
",Java source code[edit],plain_text
2490,"1  /*
2  <applet code=""MyApplet.class""> </applet>
3  */
",Java source code[edit],code_fragment
2491,"
The main difference between an applet and a regular command-line executed program is that applets allow for extensible Graphical User Interfaces (GUI).
",User Interface,plain_text
2492,"Since applets provide for the ability to create complex GUI, it is important for developers to know how to create such programs.
",User Interface,plain_text
2493,,Applying styles and adding content[edit],
2494,"In Java applets, graphical portions are initialized and added in two different areas.  While objects are initialized in the main class, they are added to the layout of the applet in the init() method.  This is done using the syntax of add(<object>).  A typical init() method looks something like this:
",Applying styles and adding content[edit],plain_text
2495," 1 ...
 2 
 3 public void init() {
 4     setFont(new Font(""Times New Roman"", Font.PLAIN, 24));
 5     setForeground(Color.white);
 6     setBackground(Color.black);
 7     setLayout(new GridLayout);
 8    
 9     ...
10    
11     add(label);
12     add(button);
13 }
",Applying styles and adding content[edit],code_fragment
2496,"The different aspects of this method will be covered below.
",Applying styles and adding content[edit],plain_text
2497,,Button[edit],
2498,"Lots of applets use buttons.  There are only a few ways to have contact between the applet and the user, and the use of buttons is one of those ways.  Buttons are created the same way as most other Java applet objects:
",Button[edit],plain_text
2499,"1 Button submitButton = new Button(""Submit"");
",Button[edit],code_fragment
2500,"When initializing a button, it is necessary to define what text will appear on that button in the given parameter.  In this example, the button is initialized with the word ""Submit"" printed on it. Adding the button to the actual layout is done in the init() method, as described above.
",Button[edit],plain_text
2501,"1 public void init() {
2    
3     ...
4    
5     add(submitButton);
6 }
",Button[edit],code_fragment
2502,"Allowing buttons to carry out tasks or utilize a user's input is a bit more complicated.  These functions require an ActionListener, and will be discussed in ActionListener section.
",Button[edit],plain_text
2503,"
",Button[edit],plain_text
2504,,Label[edit],
2505,"Labels are areas in applets that contain text which can not be edited by the user.  This is usually ideal for descriptions (i.e. ""Insert name:"").  Labels are initialized and added to applet layouts in the same way as buttons.  Also, like buttons, the text inside labels must be identified at initialization.  If, however, the label will receive its text as the cause of a later function and should start off blank, no text should be placed between the quotation marks.
",Label[edit],plain_text
2506,"1 Label nameLabel = new Label(""Name: "");
2 
3 ...
4 
5 public void init() {
6     add(nameLabel);
7 }
",Label[edit],code_fragment
2507,"
",Label[edit],plain_text
2508,,TextField[edit],
2509,"TextFields are areas in applets that allow users to insert text.  The two parameters, which are optional, for TextFields can set predefined text in the field or set the number of columns allowed in the TextField.  Here are a few examples:
",TextField[edit],plain_text
2510," 1     TextField t1 = new TextField();                // Blank
 2     TextField t2 = new TextField(5);               // Blank in 5 columns
 3     TextField t3 = new TextField(""Input here"");    // Predefined text
 4     TextField t4 = new TextField(""Input here"", 5); // Predefined text in 5 columns
 5 
 6     ...
 7 
 8     public void init() {
 9         add(t1);
10         add(t2);
11         add(t3);
12         add(t4);
13         ...
14     }
",TextField[edit],code_fragment
2511,"
",TextField[edit],plain_text
2512,,Font[edit],
2513,"Using stylish fonts in your Java applets may be necessary to help keep your Java applets attractive.  The setFont() allows for either the font used throughout the applet to be defined or for one element's font to be set at a time.
",Font[edit],plain_text
2514,"The syntax for setting a font is setFont(<fontName>, <fontStyle>, <fontSize>).
",Font[edit],plain_text
2515,"To make every font in the applet plain, size 24 Times New Roman, the following code should be used:
",Font[edit],plain_text
2516,"1 Font f = new Font(""Times New Roman"", Font.PLAIN, 24);
2 setFont(f);
",Font[edit],code_fragment
2517,"It is not necessary to initialize the font and set the font through two different lines of code.
",Font[edit],plain_text
2518,"1 setFont(new Font(""Times New Roman"", Font.PLAIN, 24));
",Font[edit],code_fragment
2519,"However, to make the font of element a plain, size 24 Times New Roman, and element b italicized, size 28 Times New Roman, the following code should be used:
",Font[edit],plain_text
2520,"1 a.setFont(new Font(""Times New Roman"", Font.PLAIN, 24));
2 b.setFont(new Font(""Times New Roman"", Font.ITALIC, 28));
",Font[edit],code_fragment
2521,"To set the color of the fonts used in an applet, the setForeground(<color>) method is used.  This method already includes some predefined colors which can be used by calling, for example, setForeground(Color.white).  Here are all of the predefined colors:
",Font[edit],plain_text
2522,"Color.black
Color.blue
Color.cyan
Color.darkGray
Color.gray
Color.green
Color.red
Color.white
Color.yellow",Font[edit],plain_text
2523,"To create a custom color, the RGB values of the color can be passed in as the color parameter.  For example, if red were not a predefined color, one could use setForeground(new Color(255, 0, 0)) to define red.
",Font[edit],plain_text
2524,"Just as font styles, font colors can be applied to separate elements.  The syntax follows the same pattern: a.setForeground(Color.white).
",Font[edit],plain_text
2525,,Layout[edit],
2526,"Layouts are what make applets visible.  Without a layout, nothing would display.  There are five different types of layouts to choose from — some are very simple while others are complex.
",Layout[edit],plain_text
2527,"This layout places components left to right, using as much space as is needed. The Flow Layout is the default layout for applets and, therefore, does not need to be set.  However, for clarity, one can specify the applet layout as a Flow Layout by placing this line of code at the top of the init() method:
",Layout[edit],plain_text
2528,"1 setLayout(new FlowLayout());
",Layout[edit],code_fragment
2529,"The added components to the layout that follow will be placed on screen in order of which they are added.
",Layout[edit],plain_text
2530,"1 public void init() {
2     setLayout(new FlowLayout());
3     add(nameLabel);
4     add(t1);
5     add(submitButton);
6 }
",Layout[edit],code_fragment
2531,"Assuming that these variables are defined the same as above, these lines of code will create the layout of an applet that is composed of a label, a text field, and a button.  They will all appear on one line if the window permits.  By changing the width of window, the Flow Layout will contract and expand the components accordingly.
",Layout[edit],plain_text
2532,"
",Layout[edit],plain_text
2533,"This layout arranges components in the form of the table (grid). The number of rows and columns in the grid is specified in the constructor. The other two parameters, if present, specify vertical and horizontal padding between components.
",Layout[edit],plain_text
2534," 1 import java.applet.Applet;
 2 import java.awt.Button;
 3 import java.awt.GridLayout;
 4 import java.awt.Label;
 5 import java.awt.TextField;
 6 
 7 public class GridLayoutApplet extends Applet {
 8 
 9     Button submitButton = new Button(""Submit"");
10     TextField t1 = new TextField();                // Blank
11     TextField t2 = new TextField(5);               // Blank in 5 columns
12     TextField t3 = new TextField(""Input here"");    // Predefined text
13     TextField t4 = new TextField(""Input here"", 5); // Predefined text in 5 columns
14     Label nameLabel = new Label(""Name: "");
15 
16     /**
17      * Init.
18      */
19     public void init() {
20         // 3 rows, 4 columns, 2 pixel spacing
21         setLayout(new GridLayout(3, 4, 2, 2));
22         add(nameLabel);
23         add(t1);
24         add(t2);
25         add(t3);
26         add(t4);
27         add(submitButton);
28     }
29 }
",Layout[edit],code_fragment
2535,"
The items have been displayed in this order:
",Layout[edit],plain_text
2536,"We see that the layout has been configured to fill the grid left-to-right and then top-to-bottom and that the two last columns have been ignored (they don't even exist). They have been ignored because there are not enough items to fill them and the number of rows is prior to the number of columns. This means that when you specify a number of rows that is not zero, the number of columns is simply ignored. You should specify zero rows in order that the number of columns is taken into account.
",Layout[edit],plain_text
2537,"A grid layout creates cells with equal sizes. So it can be used not only to display items as a grid but also to display two items with the same width or height.
",Layout[edit],plain_text
2538,"This layout places one big component in the center and up till four components at the edges. When adding to the container with this layout, you need to specify the location as the second parameter like BorderLayout.CENTER for the center or one of the world directions for the edge (BorderLayout.NORTH points to the top edge).
",Layout[edit],plain_text
2539,"1 import java.awt.*;
2 
3 Container container = getContentPane();
4 container.setLayout(new BorderLayout());
5 
6 JButton b2 = new JButton(""two"");
7 // Add the button to the right edge.
8 container.add(b2, BorderLayout.EAST);
9 ...
",Layout[edit],code_fragment
2540,"
If you have two components, it is not the same to put the first in the north and the second to the center as to put the first in the center and the second to the south. In the first case, the layout will calculate the size of the component and the second component will have all the space left. In the second case, it is the opposite.
",Layout[edit],plain_text
2541,"The card layout displays only one item at a time and is only interesting with interactivity. The other items are stored in a stack and the displayed item is one of the items of the stack. The name of the card layout is a reference to a playing card deck where you can see the card at the top of the stack and you can put a card on the top. The difference in the card layout is that the items in the stack keeps their order. When you use this layout, you must use this method to add items to the container, i.e. the applet:
",Layout[edit],plain_text
2542,"The card layout has several methods to change the currently displayed item:
",Layout[edit],plain_text
2543," 1 import java.applet.Applet;
 2 import java.awt.CardLayout;
 3 import java.awt.Label;
 4 
 5 public class CardLayoutApplet extends Applet {
 6 
 7     static final String COMPONENT_POSITION_TOP = ""TOP"";
 8     static final String COMPONENT_POSITION_MIDDLE = ""MIDDLE"";
 9     static final String COMPONENT_POSITION_BOTTOM = ""BOTTOM"";
10 
11     Label topLabel = new Label(""At the top"");
12     Label middleLabel = new Label(""In the middle"");
13     Label bottomLabel = new Label(""At the bottom"");
14 
15     /**
16      * Init.
17      */
18     public void init() {
19         setLayout(new CardLayout());
20         add(COMPONENT_POSITION_TOP, topLabel);
21         add(COMPONENT_POSITION_MIDDLE, middleLabel);
22         add(COMPONENT_POSITION_BOTTOM, bottomLabel);
23         ((CardLayout)getLayout()).show(this, COMPONENT_POSITION_MIDDLE);
24     }
25 }
",Layout[edit],code_fragment
2544,"
",Layout[edit],plain_text
2545,,Panel[edit],
2546,"The main benefit of the layouts is that you can combine them one into another and you can do that with a panel. A panel is a component that has other components inside. A panel can then be added to the top component (frame or applet) or to another panel and be placed itself as defined by layout and constraints of this parent component. It has its own layout and is normally used to place a group of related components like buttons, for instance:
",Panel[edit],plain_text
2547," 1 import java.applet.Applet;
 2 import java.awt.BorderLayout;
 3 import java.awt.Button;
 4 import java.awt.FlowLayout;
 5 import java.awt.GridLayout;
 6 import java.awt.Label;
 7 import java.awt.Panel;
 8 
 9 public class Answer5 extends Applet {
10 
11     Label applicationNameLabel = new Label(""Wikibooks FTP"");
12     Button tool1Button = new Button(""Tool"");
13     Button tool2Button = new Button(""Tool"");
14     Button tool3Button = new Button(""Tool"");
15     Button tool4Button = new Button(""Tool"");
16     Button tool5Button = new Button(""Tool"");
17     Button tool6Button = new Button(""Tool"");
18     Button tool7Button = new Button(""Tool"");
19     Button tool8Button = new Button(""Tool"");
20     Button tool9Button = new Button(""Tool"");
21     Label localFolderLabel = new Label(""5 files"");
22     Label remoteFolderLabel = new Label(""3 files"");
23     Label statusBarLabel = new Label(""Available"");
24 
25     /**
26      * Init.
27      */
28     public void init() {
29         setLayout(new BorderLayout());
30 
31         // The application name
32         add(applicationNameLabel, BorderLayout.NORTH);
33 
34         // The center
35         Panel centerPanel = new Panel();
36         centerPanel.setLayout(new BorderLayout());
37 
38         // The buttons
39         Panel buttonPanel = new Panel();
40         buttonPanel.setLayout(new FlowLayout(FlowLayout.LEFT));
41         buttonPanel.add(tool1Button);
42         buttonPanel.add(tool2Button);
43         buttonPanel.add(tool3Button);
44         buttonPanel.add(tool4Button);
45         buttonPanel.add(tool5Button);
46         buttonPanel.add(tool6Button);
47         buttonPanel.add(tool7Button);
48         buttonPanel.add(tool8Button);
49         buttonPanel.add(tool9Button);
50         centerPanel.add(buttonPanel, BorderLayout.CENTER);
51 
52         // The local and remote folders
53         Panel folderPanel = new Panel();
54         folderPanel.setLayout(new GridLayout(0, 2, 2, 2));
55         folderPanel.add(localFolderLabel);
56         folderPanel.add(remoteFolderLabel);
57         centerPanel.add(folderPanel, BorderLayout.SOUTH);
58 
59         add(centerPanel, BorderLayout.CENTER);
60 
61         // The status bar
62         add(statusBarLabel, BorderLayout.SOUTH);
63     }
64 }
",Panel[edit],code_fragment
2548,"
An Event Listener, once set to an applet object, waits for some action to be performed on it, be it mouse click, mouse hover, pressing of keys, click of button, etc. The class you are using (e.g. JButton, etc.) reports the activity to a class set by the class using it. That method then decides on how to react because of that action, usually with a series of if statements to determine which action it was performed on. source.getSource() will return the name of the object that the event was performed on, while the source is the object passed to the function when the action is performed. Every single time the action is performed, it calls the method.
",Event Listeners,plain_text
2549,,ActionListener[edit],
2550,"ActionListener is an interface that could be implemented in order to determine how a certain event should be handled. When implementing an interface, all methods in that interface should be implemented, ActionListener interface has one method to implement named actionPerformed().
",ActionListener[edit],plain_text
2551,"The code listing 9.6 shows how to implement ActionListener:
",ActionListener[edit],plain_text
2552," 1 import java.applet.Applet;
 2 import java.awt.Button;
 3 import java.awt.Container;
 4 import java.awt.Dialog;
 5 import java.awt.FlowLayout;
 6 import java.awt.Frame;
 7 import java.awt.Label;
 8 import java.awt.event.ActionEvent;
 9 import java.awt.event.ActionListener;
10 
11 public class EventApplet extends Applet {
12 
13     /**
14      * Init.
15      */
16     public void init() {
17         Button clickMeButton = new Button(""Click me"");
18 
19         final Applet eventApplet = this;
20 
21         ActionListener specificClassToPerformButtonAction = new ActionListener() {
22 
23             public void actionPerformed(ActionEvent event) {
24                 Dialog dialog = new Dialog(getParentFrame(eventApplet), false);
25                 dialog.setLayout(new FlowLayout());
26                 dialog.add(new Label(""Hi!!!""));
27                 dialog.pack();
28                 dialog.setLocation(100, 100);
29                 dialog.setVisible(true);
30             }
31 
32             private Frame getParentFrame(Container container) {
33                 if (container == null) {
34                     return null;
35                 } else if (container instanceof Frame) {
36                     return (Frame) container;
37                 } else {
38                     return getParentFrame(container.getParent());
39                 }
40 
41             }
42         };
43         clickMeButton.addActionListener(specificClassToPerformButtonAction);
44 
45         add(clickMeButton);
46     }
47 }
",ActionListener[edit],code_fragment
2553,"When you compile and run the above code, the message ""Hi!!!"" will appear when you click on the button.
",ActionListener[edit],plain_text
2554,,MouseListener[edit],
2555,"Applet mouse listener does not differ from the AWT mouse listener in general. When the mouse is in the applet area, the listener receives notifications about the mouse clicks and drags (if MouseListener is registered) and mouse movements (if MouseMotionListener is registered). As applets are often small, it is a common practice to let applet itself to implement the mouse listeners.
",MouseListener[edit],plain_text
2556,"
",MouseListener[edit],plain_text
2557,"
",Graphics and Media,plain_text
2558,"By overriding the update(Graphics g) and paint(Graphics g) methods of an Applet (or one of it's sub-components), you can have fairly direct control over the rendering of an Applet.  The Graphics object provides various primitives for working for two-dimensional graphics.
",Graphics and Media,plain_text
2559,"
",Graphics and Media,plain_text
2560,"Reflection is the mechanism by which Java exposes the features of a class during runtime, allowing Java programs to enumerate and access a class' methods, fields, and constructors as objects. In other words, there are object-based mirrors that reflect the Java object model, and you can use these objects to access an object's features using runtime API constructs instead of compile-time language constructs. 
Each object instance has a getClass() method, inherited from java.lang.Object, which returns an object with the runtime representation of that object's class; this object is an instance of the java.lang.Class, which in turn has methods that return the fields, methods, constructors, superclass, and other properties of that class.
You can use these reflection objects to access fields, invoke methods, or instantiate instances, all without having compile-time dependencies on those features. The Java runtime provides the corresponding classes for reflection. Most of the Java classes that support reflection are in the java.lang.reflect package.
Reflection is most useful for performing dynamic operations with Java — operations that are not hard-coded into a source program, but that are determined at run time. One of the most important aspects of reflection is dynamic class loading.
",Reflection Overview,plain_text
2561,,Example: Invoking a main method[edit],
2562,"One way to understand how reflection works is to use reflection to model how the Java Runtime Environment (JRE) loads and executes a class. When you invoke a Java program
",Example: Invoking a main method[edit],plain_text
2563,"and pass it command line arguments, the JRE must
",Example: Invoking a main method[edit],plain_text
2564,"Steps 2, 3, and 4 can be accomplished with Java reflection.
Below is an example of loading the Distance class, locating the main method, (see Understanding a Java Program) and invoking it via reflection.
",Example: Invoking a main method[edit],plain_text
2565," 1 public static void invokeMain()
 2    throws ClassNotFoundException,
 3    	ExceptionInInitializerError,
 4    	IllegalAccessException,
 5    	IllegalArgumentException,
 6    	InvocationTargetException,
 7    	NoSuchMethodException,
 8    	SecurityException {
 9    Class<?> distanceClass = Class.forName(""Distance"");
10    String[] points = {""0"", ""0"", ""3"", ""4""};
11    Method mainMethod = distanceClass.getMethod(""main"", String[].class);
12    Object result = mainMethod.invoke(null, (Object) points);
13 }
",Example: Invoking a main method[edit],code_fragment
2566,"This code is obviously more complicated than simply calling
",Example: Invoking a main method[edit],plain_text
2567,"1 Distance.main(new String[]{""0"", ""0"", ""3"", ""4""});
",Example: Invoking a main method[edit],code_fragment
2568,"However, the main Java runtime does not know about the Distance class. The name of the class to execute is a runtime value. Reflection allows a Java program to work with classes even though the classes are not known when the program was written.
Let's explore what the invokeMain method is doing.
The first statement at line 9 is an example of dynamic class loading. The forName() method will load a Java class and return an instance of java.lang.Class that results from loading the class. In this case, we are loading the class ""Distance"" from the default package. We store the class object in the local variable distanceClass; its type is Class<?>.
The second statement at line 10 simply creates a String array with the four command line arguments we wish to pass to the main method of the Distance class.
The third statement at line 11 performs a reflection operation on the Distance class. The getMethod() method is defined for the Class class. It takes a variable number of parameters: the method name is the first parameter and the remaining parameters are the types of each of main's parameters. The method name is trivial: we want to invoke the main method, so we pass in the name ""main"". We then add a Class variable for each of the method parameters. main accepts one parameter (String[] args) so we add a single Class element representing the String[]. The getMethod method has a return type of java.lang.reflect.Method; we store the result in a local variable named mainMethod.
Finally, we invoke the method by calling the invoke() method of the Method instance. This method's first parameter is the instance to invoke on, and the remaining parameters are for the invokee's parameters. Since we are invoking a static method and not an instance method, we pass null as the instance argument. Since we only have a single parameter we pass it as the second argument. However, we must cast the parameter to Object to indicate that the array is the parameter, and not that the parameters are in the array. See varargs for more details on this.
",Example: Invoking a main method[edit],plain_text
2569,"1 Object result = mainMethod.invoke(null, arguments);
",Example: Invoking a main method[edit],code_fragment
2570,"The invoke() method returns an Object that will contain the result that the reflected method returns. In this case, our main method is a void method, so we ignore the return type.
Most of the methods in this short invokeMain method may throw various exceptions. The method declares all of them in its signatures. Here is a brief rundown of what might throw an exception:
",Example: Invoking a main method[edit],plain_text
2571,"Class.forName(String) will throw ClassNotFoundException, if the named class cannot be located.
Class.forName(String) will throw ExceptionInInitializerError, if the class could not be loaded due the static initializer throwing an exception or a static field's initialization throwing an exception.
Class.getMethod(String name, Class parameterTypes[]) will throw
NoSuchMethodException, if a matching method is not found, or is not public (use getDeclaredMethod to get a non-public method).
SecurityException, if a security manager is installed and calling the method would result in an access violation (for example, the method is in the sun.* package designed for internal use only).
Method.invoke(Object instance, Object... arguments) may throw:
IllegalAccessException, if this method is invoked in a manner that violates its access modifiers.
IllegalArgumentException for various reasons, including
passing an instance that does not implement this method.
the actual arguments do not match the method's arguments
InvocationTargetException, if the underlying method (main in this case) throws an exception.",Example: Invoking a main method[edit],plain_text
2572,"In addition to these exceptions, there are also errors and runtime exceptions that these methods may throw.
",Example: Invoking a main method[edit],plain_text
2573,"Dynamic Class Loading allows the loading of java code that is not known about before a program starts. Many classes rely on other classes and resources such as icons which make loading a single class unfeasible. For this reason the ClassLoader (java.lang.ClassLoader) is used to manage all the inner dependencies of a collection of classes. The Java model loads classes as needed and doesn't need to know the name of all classes in a collection before any one of its classes can be loaded and run.
",Dynamic Class Loading,plain_text
2574,,Simple Dynamic Class Loading[edit],
2575,"An easy way to dynamically load a Class is via the java.net.URLClassLoader class. This class can be used to load a Class or a collection of classes that are accessible via a URL. This is very similar to the -classpath parameter in the java executable. To create a URLClassLoader, use the factory method (as using the constructor requires a security privilege):
",Simple Dynamic Class Loading[edit],plain_text
2576,"1 URLClassLoader classLoader = URLClassLoader.newInstance(
2    new URL[]{""http://example.com/javaClasses.jar""});
",Simple Dynamic Class Loading[edit],code_fragment
2577,"Unlike other dynamic class loading techniques, this can be used even without security permission provided the classes come from the same Web domain as the caller.
Once a ClassLoader instance is obtained, a class can be loaded via the loadClass method. For example, to load the class com.example.MyClass, one would:
",Simple Dynamic Class Loading[edit],plain_text
2578,"1 Class<?> clazz = classLoader.load(""com.example.MyClass"");
",Simple Dynamic Class Loading[edit],code_fragment
2579,"Executing code from a Class instance is explained in the Dynamic Invocation chapter.
",Simple Dynamic Class Loading[edit],plain_text
2580,"We start with basic transfer object:
",Dynamic Method Invocation,plain_text
2581," 1 package com.test;
 2  
 3 public class DummyTo {
 4     private String name;
 5     private String address;
 6  
 7     public String getName() {
 8         return name;
 9     }
10  
11     public void setName(String name) {
12         this.name = name;
13     }
14  
15     public String getAddress() {
16         return address;
17     }
18  
19     public void setAddress(String address) {
20         this.address = address;
21     }
22  
23     public DummyTo(String name, String address) {
24         this.name = name;
25         this.address = address;
26     }
27  
28     public DummyTo() {
29         this.name = new String();
30         this.address = new String();
31     }
32  
33     public String toString(String appendBefore) {
34         return appendBefore + "" "" + name + "", "" + address;
35     }
36 }
",Dynamic Method Invocation,code_fragment
2582,"Following is the example for invoking method from the above mentioned to dynamically.
Code is self explanatory.
",Dynamic Method Invocation,plain_text
